Date;Open;High;Low;Close;Adj Close;Volume
29/11/2019;29.490.000;29.559.999;29.010.000;29.150.000;28.749.958;37699000
02/12/2019;29.400.000;29.500.000;29.070.000;29.070.000;28.671.053;31353600
03/12/2019;29.170.000;29.190.001;28.730.000;28.980.000;28.582.287;29194000
04/12/2019;29.260.000;29.660.000;29.110.001;29.660.000;29.252.956;44960000
05/12/2019;29.639.999;30.389.999;29.520.000;30.049.999;29.637.604;50447000
06/12/2019;30.150.000;30.590.000;30.129.999;30.350.000;29.933.489;44348600
09/12/2019;30.299.999;30.480.000;30.120.001;30.209.999;29.795.410;34694100
10/12/2019;30.100.000;30.440.001;29.900.000;30.440.001;30.022.253;27532700
11/12/2019;30.510.000;30.709.999;30.260.000;30.400.000;29.982.803;38458300
12/12/2019;30.639.999;31.049.999;30.480.000;30.969.999;30.544.981;47797800
13/12/2019;30.889.999;30.969.999;29.870.001;29.980.000;29.568.565;105004400
16/12/2019;30.049.999;30.170.000;29.410.000;29.410.000;29.006.388;68871000
17/12/2019;29.639.999;29.900.000;29.430.000;29.850.000;29.440.350;40679900
18/12/2019;29.750.000;30.570.000;29.700.001;30.540.001;30.120.882;64201600
19/12/2019;30.450.001;30.750.000;30.420.000;30.610.001;30.189.920;39696000
20/12/2019;30.600.000;30.600.000;30.020.000;30.260.000;29.844.723;93064900
23/12/2019;30.190.001;30.500.000;30.030.001;30.500.000;30.081.429;21970200
26/12/2019;30.590.000;30.930.000;30.500.000;30.910.000;30.485.802;24810500
27/12/2019;30.690.001;30.920.000;30.290.001;30.520.000;30.517.742;24995100
30/12/2019;30.549.999;30.709.999;30.150.000;30.180.000;30.177.769;22111600
02/01/2020;30.510.000;30.700.001;30.309.999;30.700.001;30.697.731;37774500
03/01/2020;30.879.999;31.240.000;30.450.001;30.450.001;30.447.748;71595600
06/01/2020;30.430.000;30.940.001;29.950.001;30.809.999;30.807.720;81844000
07/01/2020;30.820.000;30.879.999;30.469.999;30.690.001;30.687.731;32822000
08/01/2020;30.690.001;30.770.000;30.240.000;30.500.000;30.497.744;48215600
09/01/2020;30.469.999;30.620.001;30.250.000;30.400.000;30.397.753;36102700
10/01/2020;30.389.999;30.440.001;30.129.999;30.270.000;30.267.761;25397500
13/01/2020;30.350.000;30.430.000;30.209.999;30.330.000;30.327.757;30676800
14/01/2020;30.230.000;30.270.000;29.770.000;30.000.000;29.997.782;39796500
15/01/2020;29.900.000;29.930.000;29.540.001;29.549.999;29.547.813;34405700
16/01/2020;29.600.000;29.700.001;29.330.000;29.520.000;29.517.817;28997400
17/01/2020;29.719.999;29.850.000;29.540.001;29.850.000;29.847.792;34908000
20/01/2020;29.700.001;30.100.000;29.650.000;30.000.000;29.997.782;31241400
21/01/2020;29.799.999;29.940.001;29.549.999;29.620.001;29.617.809;28577400
22/01/2020;29.730.000;29.809.999;29.270.000;29.290.001;29.287.834;32491500
23/01/2020;29.090.000;29.760.000;28.820.000;29.650.000;29.647.806;53752100
24/01/2020;29.559.999;29.780.001;29.139.999;29.299.999;29.297.832;36898700
27/01/2020;28.629.999;28.639.999;27.670.000;28.030.001;28.027.927;66105300
28/01/2020;28.430.000;29.139.999;28.420.000;28.799.999;28.797.869;47259100
29/01/2020;29.000.000;29.080.000;28.670.000;28.850.000;28.847.866;42297500
30/01/2020;28.280.001;29.040.001;28.180.000;28.940.001;28.937.860;44266800
31/01/2020;28.629.999;28.840.000;28.309.999;28.450.001;28.447.897;55446700
03/02/2020;28.520.000;28.730.000;28.160.000;28.180.000;28.177.917;39452800
04/02/2020;28.650.000;29.040.001;28.559.999;28.629.999;28.627.880;57658400
05/02/2020;29.049.999;29.219.999;28.389.999;28.389.999;28.387.901;67994500
06/02/2020;28.700.001;29.510.000;28.120.001;29.180.000;29.177.841;126114000
07/02/2020;29.000.000;29.350.000;28.730.000;28.930.000;28.927.860;54514600
10/02/2020;28.889.999;29.129.999;28.639.999;29.129.999;29.127.844;45328100
11/02/2020;29.400.000;29.629.999;29.260.000;29.480.000;29.477.818;37518200
12/02/2020;29.639.999;30.280.001;29.629.999;30.129.999;30.127.769;64851000
13/02/2020;29.770.000;30.209.999;29.639.999;29.719.999;29.717.802;55277100
14/02/2020;29.860.001;29.959.999;29.340.000;29.420.000;29.417.824;30399900
17/02/2020;29.629.999;29.770.000;29.309.999;29.360.001;29.357.828;38684900
18/02/2020;29.059.999;29.770.000;28.950.001;29.750.000;29.747.799;33890900
19/02/2020;29.870.001;30.549.999;29.760.000;30.549.999;30.547.739;44181800
20/02/2020;30.799.999;30.889.999;29.750.000;29.920.000;29.917.788;73522900
21/02/2020;29.510.000;29.680.000;29.030.001;29.139.999;29.137.844;47805100
26/02/2020;null;null;null;null;null;null
27/02/2020;25.719.999;26.530.001;24.889.999;25.299.999;25.298.128;100112100
28/02/2020;25.160.000;25.559.999;24.620.001;25.340.000;25.338.125;89095300
02/03/2020;25.500.000;26.750.000;25.480.000;26.530.001;26.528.038;71596400
03/03/2020;26.570.000;27.480.000;25.760.000;26.049.999;26.048.073;86855700
04/03/2020;26.910.000;26.940.001;26.240.000;26.889.999;26.888.010;42320500
05/03/2020;26.330.000;26.670.000;24.709.999;25.290.001;25.288.130;69722300
06/03/2020;24.100.000;24.129.999;22.549.999;22.830.000;22.828.310;138597600
09/03/2020;17.809.999;18.230.000;15.410.000;16.049.999;16.048.811;254813800
10/03/2020;18.650.000;18.650.000;16.370.001;17.559.999;17.558.701;170478000
11/03/2020;16.700.001;17.129.999;15.000.000;15.850.000;15.848.827;132482400
12/03/2020;13.660.000;13.860.000;11.080.000;12.600.000;12.599.069;151535900
13/03/2020;15.100.000;15.400.000;12.700.000;15.400.000;15.398.860;174972600
16/03/2020;12.910.000;14.100.000;12.550.000;13.090.000;13.089.032;126432800
17/03/2020;13.600.000;13.840.000;13.000.000;13.000.000;12.999.038;149228500
18/03/2020;11.790.000;12.270.000;10.870.000;11.290.000;11.289.165;162515200
19/03/2020;11.070.000;13.070.000;10.850.000;12.210.000;12.209.097;157065200
20/03/2020;13.110.000;13.500.000;11.830.000;12.000.000;11.999.112;149029900
23/03/2020;12.110.000;12.180.000;11.280.000;11.500.000;11.499.150;107092400
24/03/2020;12.570.000;13.540.000;12.280.000;13.250.000;13.249.020;114259200
25/03/2020;13.240.000;14.790.000;12.830.000;14.320.000;14.318.940;158286200
26/03/2020;14.400.000;15.190.000;13.810.000;14.390.000;14.388.936;130618400
27/03/2020;13.300.000;13.690.000;13.250.000;13.300.000;13.299.016;101405900
30/03/2020;13.150.000;13.740.000;12.830.000;13.380.000;13.379.011;110947200
31/03/2020;13.600.000;14.540.000;13.600.000;13.990.000;13.988.966;156116500
01/04/2020;13.450.000;14.550.000;13.320.000;14.300.000;14.298.943;114455000
02/04/2020;15.400.000;16.549.999;15.010.000;15.510.000;15.508.853;234951200
03/04/2020;16.299.999;16.360.001;14.930.000;15.340.000;15.338.866;142898700
06/04/2020;16.049.999;16.100.000;15.180.000;15.770.000;15.768.834;123934200
07/04/2020;16.610.001;17.070.000;16.340.000;16.400.000;16.398.785;140498900
08/04/2020;16.500.000;17.530.001;16.400.000;17.320.000;17.318.718;116151600
09/04/2020;17.940.001;18.690.001;16.500.000;16.820.000;16.818.754;185771300
13/04/2020;16.820.000;17.090.000;16.330.000;16.930.000;16.928.749;93724000
14/04/2020;17.020.000;17.299.999;16.610.001;16.730.000;16.728.764;91017200
15/04/2020;16.040.001;16.469.999;15.860.000;16.379.999;16.378.790;86749600
16/04/2020;16.670.000;16.760.000;15.530.000;15.720.000;15.718.838;115633300
17/04/2020;15.750.000;16.129.999;15.560.000;16.129.999;16.128.805;116733000
20/04/2020;15.480.000;16.330.000;15.340.000;15.950.000;15.948.819;133739400
22/04/2020;15.850.000;16.750.000;15.780.000;16.750.000;16.748.760;114967100
23/04/2020;17.200.001;17.430.000;16.620.001;16.950.001;16.949.202;94759000
24/04/2020;16.690.001;16.790.001;15.280.000;15.950.000;15.949.247;161188800
27/04/2020;16.139.999;16.530.001;15.780.000;16.450.001;16.449.226;85944900
28/04/2020;17.040.001;17.250.000;16.629.999;17.250.000;17.249.657;91613600
29/04/2020;17.799.999;18.480.000;17.530.001;18.200.001;18.199.640;94528400
30/04/2020;17.980.000;18.420.000;17.700.001;18.049.999;18.049.641;80263900
04/05/2020;17.430.000;17.620.001;17.180.000;17.379.999;17.379.654;60268400
05/05/2020;17.900.000;18.480.000;17.870.001;17.940.001;17.939.644;75043400
06/05/2020;17.870.001;18.059.999;17.280.001;17.280.001;17.279.657;67937500
07/05/2020;17.750.000;17.870.001;17.350.000;17.440.001;17.439.655;81265100
08/05/2020;17.740.000;18.580.000;17.709.999;18.480.000;18.479.633;83232700
11/05/2020;18.299.999;18.930.000;18.110.001;18.150.000;18.149.639;65061500
12/05/2020;18.530.001;18.830.000;18.129.999;18.139.999;18.139.639;71837200
13/05/2020;18.260.000;18.350.000;17.520.000;17.590.000;17.589.651;87222300
14/05/2020;17.400.000;17.469.999;16.719.999;17.400.000;17.399.654;119653200
15/05/2020;17.990.000;18.190.001;17.150.000;17.150.000;17.149.660;133733100
18/05/2020;18.100.000;18.540.001;17.920.000;18.540.001;18.539.633;116999500
19/05/2020;18.510.000;18.930.000;18.410.000;18.680.000;18.679.630;80131600
20/05/2020;19.090.000;19.440.001;19.059.999;19.299.999;19.299.616;74595100
21/05/2020;19.500.000;19.770.000;19.070.000;19.190.001;19.189.619;81327000
22/05/2020;18.799.999;18.900.000;18.350.000;18.670.000;18.669.630;71259400
25/05/2020;19.480.000;19.559.999;19.260.000;19.480.000;19.479.612;38033000
26/05/2020;19.980.000;20.090.000;19.330.000;19.670.000;19.669.609;68716900
27/05/2020;19.799.999;19.930.000;19.150.000;19.930.000;19.929.605;74790800
28/05/2020;19.690.001;20.080.000;19.450.001;19.770.000;19.769.608;65023000
29/05/2020;19.549.999;20.340.000;19.299.999;20.340.000;20.339.596;128832600
01/06/2020;20.150.000;20.559.999;20.000.000;20.330.000;20.329.596;86579500
02/06/2020;20.750.000;21.400.000;20.600.000;21.400.000;21.399.574;77235100
03/06/2020;21.860.001;21.910.000;21.410.000;21.469.999;21.469.574;86219700
04/06/2020;21.389.999;21.780.001;21.040.001;21.430.000;21.429.575;107401400
05/06/2020;22.290.001;23.030.001;22.059.999;22.100.000;22.099.562;114137700
08/06/2020;22.549.999;22.590.000;22.010.000;22.530.001;22.529.554;82444400
09/06/2020;22.030.001;22.040.001;21.639.999;21.719.999;21.719.568;96488300
10/06/2020;21.889.999;21.900.000;21.000.000;21.400.000;21.399.574;102551100
12/06/2020;20.620.001;21.170.000;20.100.000;20.600.000;20.599.592;116746700
15/06/2020;19.809.999;21.090.000;19.540.001;20.700.001;20.699.591;99931000
16/06/2020;21.559.999;21.910.000;21.170.000;21.370.001;21.369.577;94510600
17/06/2020;21.480.000;21.850.000;21.150.000;21.440.001;21.439.575;63268700
18/06/2020;21.180.000;21.770.000;21.080.000;21.600.000;21.599.571;56893300
19/06/2020;22.000.000;22.219.999;21.219.999;21.469.999;21.469.574;91139800
22/06/2020;21.600.000;21.600.000;20.900.000;20.950.001;20.949.585;45419000
23/06/2020;21.219.999;22.070.000;21.139.999;21.650.000;21.649.570;78950900
24/06/2020;21.490.000;21.559.999;20.709.999;21.000.000;20.999.582;65162400
25/06/2020;20.910.000;21.469.999;20.730.000;21.469.999;21.469.574;47263500
26/06/2020;21.209.999;21.469.999;20.780.001;20.840.000;20.839.586;55499300
29/06/2020;21.100.000;21.660.000;20.930.000;21.660.000;21.659.571;59809600
30/06/2020;21.340.000;21.799.999;21.090.000;21.549.999;21.549.572;65010600
01/07/2020;21.750.000;22.250.000;21.520.000;21.709.999;21.709.568;78983900
02/07/2020;22.100.000;22.209.999;21.860.001;22.059.999;22.059.561;56345900
03/07/2020;21.950.001;22.180.000;21.799.999;21.980.000;21.979.563;24060000
06/07/2020;22.389.999;22.860.001;22.309.999;22.510.000;22.509.554;58070900
07/07/2020;22.340.000;22.469.999;22.139.999;22.230.000;22.229.559;46591300
08/07/2020;22.450.001;22.760.000;22.400.000;22.650.000;22.649.549;49136300
09/07/2020;22.780.001;22.809.999;22.059.999;22.139.999;22.139.561;57151500
10/07/2020;22.190.001;22.650.000;22.059.999;22.510.000;22.509.554;57428300
13/07/2020;22.610.001;22.650.000;22.160.000;22.160.000;22.159.559;55425500
14/07/2020;22.129.999;22.959.999;21.860.001;22.900.000;22.899.546;89380500
15/07/2020;23.200.001;23.430.000;22.850.000;23.340.000;23.339.537;58390600
16/07/2020;23.160.000;23.280.001;22.520.000;22.719.999;22.719.549;69698700
17/07/2020;22.830.000;23.030.001;22.580.000;22.740.000;22.739.548;49927600
20/07/2020;22.700.001;22.910.000;22.520.000;22.740.000;22.739.548;48679800
21/07/2020;23.150.000;23.600.000;23.139.999;23.370.001;23.369.537;101769600
22/07/2020;23.299.999;23.410.000;23.010.000;23.049.999;23.049.541;43085500
23/07/2020;23.160.000;23.230.000;22.540.001;22.570.000;22.570.000;64072100
24/07/2020;22.540.001;23.059.999;22.420.000;22.730.000;22.730.000;43380300
27/07/2020;22.870.001;23.250.000;22.450.001;23.200.001;23.200.001;56539600
28/07/2020;23.040.001;23.320.000;22.799.999;22.799.999;22.799.999;48353000
29/07/2020;23.030.001;23.250.000;22.920.000;23.170.000;23.170.000;44011500
30/07/2020;22.920.000;22.920.000;22.500.000;22.820.000;22.820.000;57859000
31/07/2020;22.920.000;23.139.999;22.160.000;22.200.001;22.200.001;75397300
03/08/2020;22.540.001;22.549.999;21.719.999;21.799.999;21.799.999;63598500
04/08/2020;21.459.999;22.049.999;21.250.000;21.780.001;21.780.001;63011900
05/08/2020;22.230.000;23.280.001;22.230.000;23.180.000;23.180.000;137214700
06/08/2020;23.280.001;23.530.001;23.010.000;23.219.999;23.219.999;56375100
07/08/2020;22.860.001;22.910.000;22.549.999;22.790.001;22.790.001;56040200
10/08/2020;22.900.000;23.450.001;22.639.999;23.450.001;23.450.001;52390100
11/08/2020;23.709.999;23.879.999;23.059.999;23.080.000;23.080.000;66342300
12/08/2020;23.360.001;23.680.000;23.080.000;23.480.000;23.480.000;67008500
13/08/2020;23.450.001;23.580.000;22.709.999;22.840.000;22.840.000;44588200
14/08/2020;22.770.000;22.980.000;22.530.001;22.670.000;22.670.000;38422000
17/08/2020;22.680.000;22.840.000;22.150.000;22.600.000;22.600.000;52064300
18/08/2020;22.930.000;23.240.000;22.770.000;23.020.000;23.020.000;49361300
19/08/2020;22.950.001;23.320.000;22.750.000;22.889.999;22.889.999;51982100
20/08/2020;22.520.000;22.870.001;22.350.000;22.730.000;22.730.000;55251700
21/08/2020;22.540.001;22.629.999;22.350.000;22.559.999;22.559.999;38668300
24/08/2020;22.860.001;23.129.999;22.799.999;22.969.999;22.969.999;51841900
25/08/2020;23.090.000;23.150.000;22.690.001;22.870.001;22.870.001;37981400
26/08/2020;22.780.001;22.900.000;22.040.001;22.219.999;22.219.999;69925300
27/08/2020;22.320.000;22.469.999;22.040.001;22.150.000;22.150.000;35489800
28/08/2020;22.250.000;22.540.001;22.059.999;22.540.001;22.540.001;31071000
31/08/2020;22.320.000;22.430.000;21.889.999;21.889.999;21.889.999;48539700
01/09/2020;22.200.001;22.889.999;22.120.001;22.870.001;22.870.001;66299700
02/09/2020;22.930.000;23.100.000;22.520.000;22.799.999;22.799.999;53618000
03/09/2020;22.610.001;23.120.001;22.570.000;22.879.999;22.879.999;87642400
04/09/2020;23.000.000;23.030.001;22.580.000;22.920.000;22.920.000;52351100
08/09/2020;22.500.000;22.500.000;21.910.000;22.260.000;22.260.000;74490200
09/09/2020;22.490.000;22.770.000;22.490.000;22.730.000;22.730.000;42143500
10/09/2020;22.580.000;22.580.000;22.110.001;22.120.001;22.120.001;58350000
11/09/2020;22.120.001;22.260.000;21.750.000;21.879.999;21.879.999;71013700
14/09/2020;21.940.001;21.980.000;21.430.000;21.680.000;21.680.000;46453300
15/09/2020;21.980.000;22.080.000;21.549.999;21.670.000;21.670.000;58546700
16/09/2020;21.850.000;21.990.000;21.600.000;21.730.000;21.730.000;50379500
17/09/2020;21.510.000;22.170.000;21.459.999;22.150.000;22.150.000;60432200
18/09/2020;21.990.000;22.150.000;21.549.999;21.650.000;21.650.000;64243500
21/09/2020;21.290.001;21.459.999;20.809.999;20.900.000;20.900.000;73300000
22/09/2020;20.959.999;21.350.000;20.750.000;20.799.999;20.799.999;47207700
23/09/2020;20.799.999;20.959.999;20.200.001;20.230.000;20.230.000;57106300
24/09/2020;20.240.000;20.709.999;20.059.999;20.400.000;20.400.000;76310000
25/09/2020;20.150.000;20.260.000;19.870.001;20.129.999;20.129.999;40150400
28/09/2020;20.330.000;20.559.999;19.629.999;19.629.999;19.629.999;48797400
29/09/2020;19.629.999;19.860.001;19.250.000;19.309.999;19.309.999;52878100
30/09/2020;19.500.000;20.040.001;19.430.000;19.610.001;19.610.001;69505000
01/10/2020;19.639.999;20.059.999;19.129.999;19.850.000;19.850.000;77537300
02/10/2020;19.730.000;19.740.000;19.020.000;19.020.000;19.020.000;85306000
05/10/2020;19.360.001;20.160.000;19.240.000;20.030.001;20.030.001;73288500
06/10/2020;20.469.999;20.700.001;19.930.000;19.930.000;19.930.000;77064600
07/10/2020;20.000.000;20.049.999;19.559.999;19.790.001;19.790.001;53521000
08/10/2020;20.040.001;20.590.000;19.860.001;20.440.001;20.440.001;78070400
09/10/2020;20.340.000;20.389.999;19.799.999;19.799.999;19.799.999;67962300
13/10/2020;19.910.000;20.129.999;19.730.000;20.129.999;20.129.999;55330600
14/10/2020;20.090.000;20.370.001;19.969.999;19.969.999;19.969.999;44584300
15/10/2020;19.620.001;19.770.000;19.440.001;19.750.000;19.750.000;56952100
16/10/2020;19.670.000;19.709.999;19.320.000;19.340.000;19.340.000;43543900
19/10/2020;19.410.000;19.940.001;19.250.000;19.520.000;19.520.000;107419300
20/10/2020;19.670.000;20.270.000;19.590.000;20.180.000;20.180.000;68407700
21/10/2020;20.160.000;20.330.000;19.830.000;20.160.000;20.160.000;60594900
22/10/2020;20.100.000;20.840.000;20.049.999;20.840.000;20.840.000;98926900
23/10/2020;20.940.001;21.139.999;20.540.001;20.570.000;20.570.000;61711200
